Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,predicted_fraud,fraud_probability
Apr,1,Saturday,Honda,Urban,Tuesday,Apr,1,Female,Married,40,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,12887,12,400,3,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils,0,0.413811228772914
Mar,4,Sunday,Mazda,Urban,Wednesday,Apr,1,Male,Married,28,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12888,14,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,0,0.17169784084331763
Mar,4,Sunday,Mazda,Urban,Tuesday,Apr,1,Male,Single,23,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12889,10,400,4,more than 30,more than 30,2 to 4,6 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1996,Collision,0,0.24864797818495366
Jun,2,Saturday,Mazda,Rural,Monday,Jun,2,Male,Single,36,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,12890,12,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision,0,0.3082299026439922
Nov,5,Tuesday,Pontiac,Rural,Thursday,Dec,5,Male,Single,29,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,12891,5,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,0,0.4802696422864343
Nov,5,Monday,Pontiac,Urban,Monday,Nov,5,Male,Single,19,Third Party,Sedan - All Perils,Sedan,less than 20000,0,12892,13,400,1,more than 30,more than 30,2 to 4,2 years,21 to 25,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,1,0.6261439157563412
Nov,4,Saturday,Chevrolet,Urban,Tuesday,Nov,5,Male,Married,42,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,12893,9,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Collision,0,0.2739720854392894
Oct,4,Tuesday,Chevrolet,Urban,Tuesday,Oct,4,Male,Married,27,Third Party,Sedan - Collision,Sedan,more than 69000,0,12894,15,400,1,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,0,0.355989176201445
Sep,5,Friday,Toyota,Urban,Tuesday,Oct,1,Male,Married,33,Third Party,Sedan - Collision,Sedan,40000 to 59000,0,12895,10,400,4,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,4 to 8 years,2 vehicles,1996,Collision,0,0.5310955097205955
Sep,4,Sunday,Mazda,Urban,Monday,Sep,4,Male,Married,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12896,15,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,0,0.1928476680268877
Jul,2,Thursday,Chevrolet,Urban,Thursday,Jul,3,Male,Married,47,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,12897,14,700,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils,0,0.45423929055372914
May,3,Tuesday,Pontiac,Urban,Thursday,May,3,Male,Married,47,Policy Holder,Utility - All Perils,Utility,40000 to 59000,0,12898,12,400,2,15 to 30,15 to 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils,0,0.566446775885064
May,3,Saturday,Mazda,Rural,Monday,May,3,Male,Married,50,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12899,11,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,0,0.2968098108062789
May,2,Saturday,Mazda,Urban,Wednesday,May,2,Male,Married,49,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,12900,2,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils,0,0.20400837215950085
Feb,3,Tuesday,Honda,Urban,Tuesday,Feb,3,Male,Single,33,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12901,10,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Liability,0,0.19074106618200792
Feb,1,Thursday,Pontiac,Rural,Monday,Feb,2,Male,Married,31,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12902,10,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,0,0.27202488102373223
Feb,1,Thursday,Honda,Urban,Thursday,Feb,1,Male,Married,43,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12903,8,400,3,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability,0,0.16113303284222902
Oct,4,Thursday,Honda,Urban,Thursday,Oct,4,Male,Married,61,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12904,15,500,3,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,more than 5,2 to 3 years,1 vehicle,1996,Liability,0,0.4713870053477901
Oct,4,Tuesday,Toyota,Urban,Tuesday,Oct,4,Male,Married,63,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12905,14,400,2,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1996,Collision,0,0.275877302054236
Oct,1,Saturday,Mazda,Urban,Friday,Oct,4,Male,Single,20,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12906,8,400,1,more than 30,more than 30,1,2 years,21 to 25,No,No,External,none,no change,1 vehicle,1996,Collision,0,0.45585576196592215
Sep,2,Monday,Mazda,Urban,Tuesday,Sep,2,Male,Married,37,Policy Holder,Sedan - Liability,Sport,more than 69000,0,12907,12,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Liability,0,0.2749919035775109
Sep,2,Sunday,Toyota,Urban,Tuesday,Sep,2,Male,Married,19,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12908,9,400,1,more than 30,more than 30,none,3 years,21 to 25,No,No,External,more than 5,no change,1 vehicle,1996,Collision,0,0.3592626517285543
Apr,3,Monday,Honda,Urban,Tuesday,Apr,3,Male,Married,28,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,12909,2,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,0,0.28486525703476084
Apr,4,Monday,Honda,Urban,Wednesday,Apr,4,Male,Married,28,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,12910,2,400,4,more than 30,more than 30,none,new,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,0,0.47961873583033443
Jul,1,Friday,Pontiac,Urban,Monday,Jul,3,Male,Married,46,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12911,9,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision,0,0.17306723620097175
Jul,3,Saturday,Toyota,Urban,Friday,Jul,4,Male,Married,63,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,12912,1,400,2,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1996,All Perils,0,0.401094454367396
Oct,3,Thursday,Honda,Urban,Thursday,Oct,3,Female,Married,39,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12913,5,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability,0,0.26026130651647406
Mar,2,Saturday,Pontiac,Urban,Tuesday,Mar,3,Male,Married,30,Third Party,Sedan - Liability,Sport,20000 to 29000,0,12914,13,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,0,0.2177818721961744
Jun,4,Thursday,Honda,Rural,Tuesday,Jun,4,Male,Single,21,Policy Holder,Sedan - Liability,Sport,more than 69000,0,12915,13,400,4,more than 30,more than 30,2 to 4,2 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1996,Liability,1,0.6074077461288114
Jun,3,Tuesday,Honda,Urban,Tuesday,Jul,2,Female,Single,27,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12916,15,400,4,more than 30,more than 30,1,7 years,31 to 35,No,No,External,1 to 2,4 to 8 years,3 to 4,1996,Liability,1,0.6402687701661125
Jul,3,Monday,Toyota,Urban,Tuesday,Jul,3,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12917,5,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,0,0.1725859487828607
Jul,4,Tuesday,Toyota,Urban,Thursday,Jul,4,Male,Married,41,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12918,16,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability,0,0.2542700094194209
Aug,1,Saturday,Honda,Urban,Monday,Aug,2,Male,Married,55,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12919,9,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,Yes,No,External,3 to 5,no change,1 vehicle,1996,Collision,0,0.3974601658249898
Nov,2,Friday,Honda,Urban,Wednesday,Nov,5,Male,Married,33,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,12920,8,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,0,0.19759733565760684
Nov,3,Wednesday,Mazda,Urban,Monday,Dec,1,Female,Married,42,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12921,6,400,3,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability,0,0.3398923831546691
Jun,2,Monday,Mazda,Urban,Thursday,Jun,3,Female,Married,51,Policy Holder,Sedan - All Perils,Sedan,less than 20000,1,12922,1,400,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,0,0.5059337083354034
Nov,3,Friday,Toyota,Urban,Monday,Nov,3,Female,Single,67,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12923,5,400,3,more than 30,more than 30,1,more than 7,over 65,No,No,External,none,1 year,1 vehicle,1996,Liability,1,0.6527017504022905
Nov,3,Saturday,Accura,Urban,Tuesday,Dec,1,Male,Married,33,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12924,9,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,0,0.1851333327949808
Nov,2,Friday,Accura,Urban,Monday,Nov,2,Male,Married,76,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,12925,2,400,2,more than 30,more than 30,1,more than 7,over 65,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,0,0.41140780488378614
Aug,2,Thursday,Toyota,Urban,Monday,Aug,5,Male,Married,26,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,12926,4,400,4,more than 30,more than 30,1,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,0,0.33671705962084697
Aug,1,Sunday,Accura,Urban,Monday,Aug,2,Male,Married,46,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12927,6,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability,0,0.30753387134942756
Jul,4,Sunday,Honda,Urban,Tuesday,Aug,1,Male,Single,34,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,12928,2,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,0,0.29078054809367326
Jul,3,Sunday,Ford,Urban,Monday,Jul,3,Male,Single,22,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,12929,5,400,4,more than 30,more than 30,none,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1996,Collision,0,0.32427870050715035
Jul,3,Monday,VW,Rural,Tuesday,Jul,3,Male,Married,48,Policy Holder,Sedan - Liability,Sport,more than 69000,0,12930,10,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability,0,0.42850912792055895
Jun,2,Monday,Nisson,Urban,Monday,Jun,2,Male,Married,52,Third Party,Sedan - All Perils,Sedan,more than 69000,0,12931,7,400,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,0,0.27815951252349425
Jun,5,Friday,Chevrolet,Urban,Wednesday,Jul,1,Male,Married,40,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,12932,15,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Liability,0,0.30038797209398904
Jun,5,Wednesday,Honda,Urban,Thursday,Jun,5,Male,Married,61,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12933,1,400,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1996,Liability,0,0.39736276915701507
Jun,1,Tuesday,Toyota,Rural,Thursday,Jun,2,Male,Married,50,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,12934,1,400,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,0,0.3617992475136962
Jun,2,Wednesday,Mazda,Urban,Friday,Jun,3,Male,Single,31,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,12935,5,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,0,0.2604721413888458
Apr,2,Wednesday,Toyota,Urban,Tuesday,Apr,3,Male,Married,51,Third Party,Sedan - All Perils,Sedan,less than 20000,0,12936,7,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,0,0.43323077799684817
Apr,2,Monday,Pontiac,Urban,Tuesday,Apr,2,Male,Married,51,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,12937,9,400,2,more than 30,more than 30,none,7 years,41 to 50,No,No,External,none,4 to 8 years,2 vehicles,1996,Collision,0,0.3537605785428434
Apr,1,Saturday,Chevrolet,Urban,Monday,Apr,1,Female,Single,21,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,12938,9,400,2,more than 30,more than 30,none,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1996,All Perils,0,0.5609636419224595
Jan,2,Tuesday,Mazda,Urban,Wednesday,Jan,3,Female,Single,49,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12939,1,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Liability,0,0.40899631865956854
Dec,3,Friday,Honda,Rural,Thursday,Aug,1,Male,Married,34,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12940,6,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,0,0.3164441112441819
Dec,3,Thursday,Honda,Urban,Thursday,Dec,3,Male,Married,31,Third Party,Sedan - Liability,Sport,20000 to 29000,0,12941,2,400,1,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,0,0.29344595499641557
Nov,2,Friday,Ford,Urban,Tuesday,Nov,3,Male,Married,32,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,12942,14,400,3,more than 30,more than 30,1,5 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,0,0.26697445311179924
Nov,2,Friday,Pontiac,Urban,Thursday,Nov,3,Male,Married,54,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12943,12,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision,0,0.16058538457440064
Oct,3,Friday,Honda,Urban,Monday,Dec,2,Female,Single,34,Third Party,Sedan - All Perils,Sedan,less than 20000,0,12944,14,400,4,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,0,0.5561468320554928
Oct,1,Monday,Mazda,Urban,Wednesday,Oct,1,Male,Married,36,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,12945,12,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils,0,0.26846028484002393
Aug,4,Tuesday,Mazda,Rural,Thursday,Sep,1,Male,Married,31,Third Party,Sport - Collision,Sport,more than 69000,0,12946,13,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,1,0.615783801350301
Aug,2,Tuesday,Chevrolet,Urban,Tuesday,Aug,2,Male,Married,62,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,12947,4,400,2,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1996,Liability,0,0.30593868614832764
Jul,3,Saturday,Pontiac,Urban,Tuesday,Jul,3,Male,Single,35,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,12948,1,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,0,0.33500122113489395
Jul,1,Friday,Pontiac,Urban,Monday,Jul,2,Male,Married,44,Third Party,Sedan - All Perils,Sedan,less than 20000,0,12949,14,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils,0,0.27810972661382294
Jun,2,Friday,Mazda,Urban,Friday,Jun,2,Male,Married,73,Third Party,Sport - Collision,Sport,more than 69000,0,12950,14,400,1,more than 30,more than 30,none,more than 7,over 65,No,No,External,more than 5,no change,1 vehicle,1996,Collision,0,0.5500883794384526
May,5,Monday,Mazda,Urban,Wednesday,Jun,3,Male,Married,32,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,12951,10,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,0,0.2505857900751247
May,4,Saturday,Mazda,Urban,Tuesday,May,4,Male,Married,34,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12952,9,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,0,0.09384991193311654
May,2,Friday,Toyota,Urban,Tuesday,May,3,Male,Married,38,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,12953,5,400,1,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils,0,0.30676723496022973
Jun,2,Tuesday,Honda,Urban,Wednesday,Jun,3,Male,Married,45,Third Party,Sport - Collision,Sport,more than 69000,0,12954,8,400,3,more than 30,more than 30,1,5 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision,0,0.39123009433791456
May,2,Monday,Chevrolet,Urban,Friday,May,3,Female,Married,53,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,12955,5,500,4,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,more than 5,2 to 3 years,1 vehicle,1996,Liability,0,0.5818004418462231
May,1,Monday,Honda,Urban,Tuesday,May,1,Female,Single,24,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12956,10,400,1,more than 30,more than 30,1,2 years,26 to 30,No,No,External,none,no change,1 vehicle,1996,Liability,0,0.518294443157669
Apr,3,Wednesday,Chevrolet,Urban,Thursday,Apr,4,Male,Married,44,Policy Holder,Sedan - Liability,Sport,more than 69000,0,12957,14,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,3 to 4,1996,Liability,0,0.562272557913335
Apr,1,Wednesday,Toyota,Urban,Thursday,Apr,2,Female,Married,45,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,12958,1,400,2,more than 30,more than 30,1,6 years,36 to 40,No,No,External,1 to 2,4 to 8 years,2 vehicles,1996,Collision,1,0.6727898883436787
Aug,5,Wednesday,Ford,Urban,Wednesday,Aug,5,Male,Married,41,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,12959,2,700,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability,0,0.5271644988286919
Jan,3,Sunday,Ford,Urban,Thursday,Jan,3,Male,Married,56,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,12960,3,400,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,Yes,No,External,none,no change,1 vehicle,1996,Collision,0,0.4535346848513374
Dec,4,Tuesday,Toyota,Urban,Wednesday,Dec,4,Male,Married,28,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12961,6,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,0,0.22127175991277048
Feb,2,Tuesday,Toyota,Urban,Wednesday,Feb,2,Female,Single,46,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,12962,7,400,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,0,0.3910623666362725
Feb,1,Tuesday,Mazda,Urban,Tuesday,Feb,1,Male,Single,24,Third Party,Sport - Collision,Sport,more than 69000,0,12963,9,400,2,more than 30,more than 30,none,6 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1996,Collision,0,0.4648969843401455
Feb,2,Saturday,Toyota,Urban,Tuesday,Feb,3,Male,Single,32,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12964,5,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,0,0.2208376532774533
Aug,1,Monday,Pontiac,Urban,Wednesday,Aug,1,Male,Married,74,Policy Holder,Utility - All Perils,Utility,40000 to 59000,0,12965,5,400,4,more than 30,more than 30,none,more than 7,over 65,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,1,0.6431596040834271
